mineral,state,entity_name,employment_below_ground,employment_open_cast,employment_above_ground,employment_total
APATITE & ROCK PHOSPHATE,ANDHRA PRADESH,Vishakapatnam,27,0,12,39
APATITE & ROCK PHOSPHATE,MADHYA PRADESH,Jhabua,0,96,7,103
APATITE & ROCK PHOSPHATE,MADHYA PRADESH,Sagar,0,48,4,52
APATITE & ROCK PHOSPHATE,MADHYA PRADESH,Tikamgarh,0,39,3,42
APATITE & ROCK PHOSPHATE,MADHYA PRADESH,TOTAL : MADHYA PRADESH,0,183,14,197
APATITE & ROCK PHOSPHATE,RAJASTHAN,Udaipur,0,560,322,882
APATITE & ROCK PHOSPHATE,UTTARANCHAL,Dehradun,67,0,229,296
APATITE & ROCK PHOSPHATE,WEST BENGAL,Purulia,0,2,72,74
APATITE & ROCK PHOSPHATE,TOTAL : APATITE & ROCK PHOSPHA,TOTAL : APATITE & ROCK PHOSPHA,94,745,649,1488
BARYTES,ANDHRA PRADESH,Cuddapah,9,388,387,784
BARYTES,ANDHRA PRADESH,Nellore,0,5,13,18
BARYTES,ANDHRA PRADESH,TOTAL : ANDHRA PRADESH,9,393,400,802
BARYTES,HIMACHAL PRADESH,Sirmaur,16,0,0,16
BARYTES,RAJASTHAN,Udaipur,0,11,6,17
BARYTES,TELANGANA,Khammam,0,29,3,32
BARYTES,TOTAL : BARYTES,TOTAL : BARYTES,25,433,409,867
BAUXITE,CHHATTISGARH,Raigarh,0,1,0,1
BAUXITE,CHHATTISGARH,Surguja,0,1297,96,1393
BAUXITE,CHHATTISGARH,Kabirdham,0,572,29,601
BAUXITE,CHHATTISGARH,TOTAL : CHHATTISGARH,0,1870,125,1995
BAUXITE,GUJARAT,Jamnagar,0,204,14,218
BAUXITE,GUJARAT,Kutch,0,176,9,185
BAUXITE,GUJARAT,Porbandar,0,12,0,12
BAUXITE,GUJARAT,Wrong Code.,0,50,2,52
BAUXITE,GUJARAT,TOTAL : GUJARAT,0,442,25,467
BAUXITE,JHARKHAND,Gumla,0,1325,124,1449
BAUXITE,JHARKHAND,Lohardaga,1,707,104,812
BAUXITE,JHARKHAND,LATEHAR,0,625,113,738
BAUXITE,JHARKHAND,TOTAL : JHARKHAND,1,2657,341,2999
BAUXITE,KARNATAKA,Belgaum,0,21,9,30
BAUXITE,KARNATAKA,Udipi,0,2,1,3
BAUXITE,KARNATAKA,TOTAL : KARNATAKA,0,23,10,33
BAUXITE,MADHYA PRADESH,Balaghat,0,2,0,2
BAUXITE,MADHYA PRADESH,Chhatarpur,0,27,2,29
BAUXITE,MADHYA PRADESH,Jabalpur,0,148,12,160
BAUXITE,MADHYA PRADESH,Rewa,0,57,0,57
BAUXITE,MADHYA PRADESH,Satna,0,39,5,44
BAUXITE,MADHYA PRADESH,Shahdol,0,0,2,2
BAUXITE,MADHYA PRADESH,Katni,0,73,4,77
BAUXITE,MADHYA PRADESH,Anuppur,0,162,20,182
BAUXITE,MADHYA PRADESH,TOTAL : MADHYA PRADESH,0,508,45,553
BAUXITE,MAHARASHTRA,Kolhapur,0,313,43,356
BAUXITE,MAHARASHTRA,Ratnagiri,0,52,9,61
BAUXITE,MAHARASHTRA,Raigad,0,97,7,104
BAUXITE,MAHARASHTRA,TOTAL : MAHARASHTRA,0,462,59,521
BAUXITE,ORISSA,Koraput,0,352,475,827
BAUXITE,ORISSA,Sundergarh,0,23,30,53
BAUXITE,ORISSA,Rayagada,0,46,1,47
BAUXITE,ORISSA,TOTAL : ORISSA,0,421,506,927
BAUXITE,TAMIL NADU,Salem,0,21,12,33
BAUXITE,UTTAR PRADESH,Jhansi,0,19,1,20
BAUXITE,UTTAR PRADESH,Lalitpur,0,200,18,218
BAUXITE,UTTAR PRADESH,TOTAL : UTTAR PRADESH,0,219,19,238
BAUXITE,TOTAL : BAUXITE,TOTAL : BAUXITE,1,6623,1142,7766
CALCITE,RAJASTHAN,Sikar,98,297,0,395
CALCITE,RAJASTHAN,Sirohi,24,37,0,61
CALCITE,RAJASTHAN,TOTAL : RAJASTHAN,122,334,0,456
CALCITE,TOTAL : CALCITE,TOTAL : CALCITE,122,334,0,456
"CHINA CLAY,CLAY,WHITE-CLAY",ANDHRA PRADESH,Anantpur,0,21,0,21
"CHINA CLAY,CLAY,WHITE-CLAY",ANDHRA PRADESH,Cuddapah,0,101,1,102
"CHINA CLAY,CLAY,WHITE-CLAY",ANDHRA PRADESH,East Godavari,0,0,2,2
"CHINA CLAY,CLAY,WHITE-CLAY",ANDHRA PRADESH,West Godavari,0,27,2,29
"CHINA CLAY,CLAY,WHITE-CLAY",ANDHRA PRADESH,TOTAL : ANDHRA PRADESH,0,149,5,154
"CHINA CLAY,CLAY,WHITE-CLAY",GUJARAT,Amreli,0,10,1,11
"CHINA CLAY,CLAY,WHITE-CLAY",GUJARAT,Banas Kantha,0,36,0,36
"CHINA CLAY,CLAY,WHITE-CLAY",GUJARAT,Kutch,0,247,6,253
"CHINA CLAY,CLAY,WHITE-CLAY",GUJARAT,Mehasana,0,4,28,32
"CHINA CLAY,CLAY,WHITE-CLAY",GUJARAT,Sabar Kantha,0,1,28,29
"CHINA CLAY,CLAY,WHITE-CLAY",GUJARAT,Patan,0,90,0,90
"CHINA CLAY,CLAY,WHITE-CLAY",GUJARAT,TOTAL : GUJARAT,0,388,63,451
"CHINA CLAY,CLAY,WHITE-CLAY",HARYANA,Gurgaon,0,50,16,66
"CHINA CLAY,CLAY,WHITE-CLAY",JHARKHAND,Sahebganj,0,98,330,428
"CHINA CLAY,CLAY,WHITE-CLAY",JHARKHAND,West Singbhum,0,43,77,120
"CHINA CLAY,CLAY,WHITE-CLAY",JHARKHAND,TOTAL : JHARKHAND,0,141,407,548
"CHINA CLAY,CLAY,WHITE-CLAY",KARNATAKA,Hassan,0,14,27,41
"CHINA CLAY,CLAY,WHITE-CLAY",KARNATAKA,Shimoga,0,2,0,2
"CHINA CLAY,CLAY,WHITE-CLAY",KARNATAKA,Tumkur,0,15,2,17
"CHINA CLAY,CLAY,WHITE-CLAY",KARNATAKA,TOTAL : KARNATAKA,0,31,29,60
"CHINA CLAY,CLAY,WHITE-CLAY",KERALA,Kannur,0,64,174,238
"CHINA CLAY,CLAY,WHITE-CLAY",KERALA,Trivundrum,0,49,25,74
"CHINA CLAY,CLAY,WHITE-CLAY",KERALA,Kollam,0,1,87,88
"CHINA CLAY,CLAY,WHITE-CLAY",KERALA,Kasaragod,0,17,34,51
"CHINA CLAY,CLAY,WHITE-CLAY",KERALA,TOTAL : KERALA,0,131,320,451
"CHINA CLAY,CLAY,WHITE-CLAY",MADHYA PRADESH,Jabalpur,0,0,0,0
"CHINA CLAY,CLAY,WHITE-CLAY",ORISSA,Mayurbhanj,0,43,16,59
"CHINA CLAY,CLAY,WHITE-CLAY",RAJASTHAN,Bhilwara,0,10,5,15
"CHINA CLAY,CLAY,WHITE-CLAY",RAJASTHAN,Bikaner,0,222,60,282
"CHINA CLAY,CLAY,WHITE-CLAY",RAJASTHAN,Jaipur,0,24,10,34
"CHINA CLAY,CLAY,WHITE-CLAY",RAJASTHAN,Nagaur,0,0,1,1
"CHINA CLAY,CLAY,WHITE-CLAY",RAJASTHAN,TOTAL : RAJASTHAN,0,256,76,332
"CHINA CLAY,CLAY,WHITE-CLAY",WEST BENGAL,Birbhum,0,172,152,324
"CHINA CLAY,CLAY,WHITE-CLAY","TOTAL : CHINA CLAY,CLAY,WHITE-","TOTAL : CHINA CLAY,CLAY,WHITE-",0,1361,1084,2445
CHROMITE,KARNATAKA,Hassan,1,54,127,247
CHROMITE,ORISSA,Dhenkanal,0,1,157,158
CHROMITE,ORISSA,Keonjhar,2,386,108,526
CHROMITE,ORISSA,Jajpur,1,154,3944,5439
CHROMITE,ORISSA,TOTAL : ORISSA,3,540,4053,6122
CHROMITE,TOTAL : CHROMITE,TOTAL : CHROMITE,4,606,4107,6249
COPPER,JHARKHAND,West Singbhum,3,0,243,1083
COPPER,MADHYA PRADESH,Balaghat,0,166,105,271
COPPER,RAJASTHAN,Jhunjhunu,2,894,284,1178
COPPER,TOTAL : COPPER,TOTAL : COPPER,5,1734,166,2532
DIAMOND,MADHYA PRADESH,Panna,0,27,75,102
DIAMOND,TOTAL : DIAMOND,TOTAL : DIAMOND,0,27,75,102
DOLOMITE,ANDHRA PRADESH,Kurnool,0,236,4,240
DOLOMITE,CHHATTISGARH,Bilaspur,0,653,520,1173
DOLOMITE,CHHATTISGARH,Raigarh,0,8,0,8
DOLOMITE,CHHATTISGARH,Janjgir(champa),37,224,29,290
DOLOMITE,CHHATTISGARH,TOTAL : CHHATTISGARH,37,885,549,1471
DOLOMITE,JHARKHAND,Garhwa,0,142,33,175
DOLOMITE,KARNATAKA,Belgaum,0,1,0,1
DOLOMITE,KARNATAKA,Bijapur,0,36,9,45
DOLOMITE,KARNATAKA,Mysore,0,0,0,0
DOLOMITE,KARNATAKA,Tumkur,0,0,0,0
DOLOMITE,KARNATAKA,Bagalkot,0,43,5,48
DOLOMITE,KARNATAKA,TOTAL : KARNATAKA,0,80,14,94
DOLOMITE,MADHYA PRADESH,Balaghat,0,259,5,264
DOLOMITE,MADHYA PRADESH,Jabalpur,0,0,0,0
DOLOMITE,MADHYA PRADESH,Mandla,0,1,0,1
DOLOMITE,MADHYA PRADESH,Katni,0,92,7,99
DOLOMITE,MADHYA PRADESH,TOTAL : MADHYA PRADESH,0,352,12,364
DOLOMITE,MAHARASHTRA,Chandrapur,0,8,7,15
DOLOMITE,MAHARASHTRA,Nagpur,0,32,14,46
DOLOMITE,MAHARASHTRA,Yavatmal,0,17,4,21
DOLOMITE,MAHARASHTRA,TOTAL : MAHARASHTRA,0,57,25,82
DOLOMITE,ORISSA,Sundergarh,0,143,328,471
DOLOMITE,RAJASTHAN,Rajsamand,0,0,0,0
DOLOMITE,TELANGANA,Khammam,0,54,91,145
DOLOMITE,WEST BENGAL,Jalpaiguri,0,0,31,31
DOLOMITE,TOTAL : DOLOMITE,TOTAL : DOLOMITE,37,1982,1091,3110
FELSPAR,ANDHRA PRADESH,Nellore,24,101,15,140
FELSPAR,KARNATAKA,Mandya,0,2,0,2
FELSPAR,KARNATAKA,Mysore,0,10,9,19
FELSPAR,KARNATAKA,TOTAL : KARNATAKA,0,12,9,21
FELSPAR,TELANGANA,Mahboob Nagar,0,41,3,44
FELSPAR,WEST BENGAL,Birbhum,0,15,2,17
FELSPAR,WEST BENGAL,Purulia,0,0,0,0
FELSPAR,TOTAL : FELSPAR,TOTAL : FELSPAR,24,169,29,222
FIRE-CLAY,ANDHRA PRADESH,East Godavari,0,20,0,20
FIRE-CLAY,GUJARAT,Kutch,0,36,0,36
FIRE-CLAY,MADHYA PRADESH,Jabalpur,0,35,4,39
FIRE-CLAY,MADHYA PRADESH,Katni,0,23,0,23
FIRE-CLAY,MADHYA PRADESH,TOTAL : MADHYA PRADESH,0,58,4,62
FIRE-CLAY,ORISSA,Angul,0,28,1,29
FIRE-CLAY,ORISSA,Cuttack,0,67,15,82
FIRE-CLAY,ORISSA,Sundergarh,0,20,0,20
FIRE-CLAY,ORISSA,Bargarh,0,19,0,19
FIRE-CLAY,ORISSA,TOTAL : ORISSA,0,134,16,150
FIRE-CLAY,RAJASTHAN,Bikaner,0,122,4,126
FIRE-CLAY,TAMIL NADU,Tiruchirapalli,0,2,11,13
FIRE-CLAY,TAMIL NADU,Perambalur,0,19,0,19
FIRE-CLAY,TAMIL NADU,Cuddalore,0,43,0,43
FIRE-CLAY,TAMIL NADU,TOTAL : TAMIL NADU,0,64,11,75
FIRE-CLAY,WEST BENGAL,Purulia,0,32,2,34
FIRE-CLAY,TOTAL : FIRE-CLAY,TOTAL : FIRE-CLAY,0,466,37,503
FLUORITE,GUJARAT,Vadodara(Baroda),0,23,3,26
FLUORITE,MAHARASHTRA,Chandrapur,0,38,7,45
FLUORITE,TOTAL : FLUORITE,TOTAL : FLUORITE,0,61,10,71
GALENA & SPHALARITE,ANDHRA PRADESH,Guntur,10,0,30,40
GALENA & SPHALARITE,RAJASTHAN,Ajmer,2,417,138,555
GALENA & SPHALARITE,RAJASTHAN,Bhilwara,2,813,311,1124
GALENA & SPHALARITE,RAJASTHAN,Udaipur,4,1068,697,1765
GALENA & SPHALARITE,RAJASTHAN,Rajsamand,2,1157,450,1607
GALENA & SPHALARITE,RAJASTHAN,TOTAL : RAJASTHAN,10,3455,1596,5051
GALENA & SPHALARITE,TOTAL : GALENA & SPHALARITE,TOTAL : GALENA & SPHALARITE,11,3465,1626,5091
GARNET,ANDHRA PRADESH,Srikakulam,0,38,38,76
GARNET,TAMIL NADU,Kanyakumari,0,1002,0,1002
GARNET,TAMIL NADU,Tirunelveli,0,100,20,120
GARNET,TAMIL NADU,TOTAL : TAMIL NADU,0,1102,20,1122
GARNET,TOTAL : GARNET,TOTAL : GARNET,0,1140,58,1198
GOLD,ANDHRA PRADESH,Kurnool,0,2,0,2
GOLD,JHARKHAND,East Singhbhum,1,0,16,52
GOLD,KARNATAKA,Raichur,2,1690,205,1617
GOLD,UTTARANCHAL,Pithoragarh(left side),1,7,0,15
GOLD,TOTAL : GOLD,TOTAL : GOLD,4,1733,17,1648
GRANITE,ANDHRA PRADESH,Chittoor,0,126,6,132
GRANITE,ANDHRA PRADESH,Guntur,0,30,4,34
GRANITE,ANDHRA PRADESH,Karimnagar,0,60,8,68
GRANITE,ANDHRA PRADESH,Prakasham,0,4582,1691,6273
GRANITE,ANDHRA PRADESH,Srikakulam,0,102,24,126
GRANITE,ANDHRA PRADESH,TOTAL : ANDHRA PRADESH,0,4900,1733,6633
GRANITE,GOA,NorthGoa,0,13,8,21
GRANITE,GOA,SouthGoa,0,48,7,55
GRANITE,GOA,TOTAL : GOA,0,61,15,76
GRANITE,KARNATAKA,Bangalore,0,27,3,30
GRANITE,KARNATAKA,Belgaum,0,56,0,56
GRANITE,KARNATAKA,Bellary,0,15,0,15
GRANITE,KARNATAKA,Bijapur,0,456,70,526
GRANITE,KARNATAKA,Gulbarga,0,80,9,89
GRANITE,KARNATAKA,Hassan,0,43,8,51
GRANITE,KARNATAKA,Mandya,0,12,4,16
GRANITE,KARNATAKA,Mysore,0,17,1,18
GRANITE,KARNATAKA,Raichur,0,26,6,32
GRANITE,KARNATAKA,Bagalkot,0,476,102,578
GRANITE,KARNATAKA,KOPPAL,0,45,11,56
GRANITE,KARNATAKA,CHAMARAJANAGAR,0,31,6,37
GRANITE,KARNATAKA,Ramanagara,0,38,8,46
GRANITE,KARNATAKA,TOTAL : KARNATAKA,0,1322,228,1550
GRANITE,KERALA,Ernakulam,0,236,31,267
GRANITE,KERALA,Kottayam,0,7,0,7
GRANITE,KERALA,Kozhicode,0,0,0,0
GRANITE,KERALA,Malappuram,0,26,23,49
GRANITE,KERALA,Pathanamthitta,0,168,16,184
GRANITE,KERALA,Trichur,0,73,11,84
GRANITE,KERALA,Trivundrum,0,27,5,32
GRANITE,KERALA,Palakkad,1,12,2,27
GRANITE,KERALA,TOTAL : KERALA,1,550,88,650
GRANITE,MADHYA PRADESH,Chhatarpur,0,185,20,205
GRANITE,ORISSA,Bolangir,0,33,0,33
GRANITE,ORISSA,Kalahandi,0,26,4,30
GRANITE,ORISSA,TOTAL : ORISSA,0,59,4,63
GRANITE,RAJASTHAN,Bikaner,0,0,0,0
GRANITE,TAMIL NADU,Dharmapuri,0,654,71,725
GRANITE,TAMIL NADU,Kanyakumari,0,1,1,2
GRANITE,TAMIL NADU,Madurai,0,298,73,371
GRANITE,TAMIL NADU,Periyar,0,160,10,170
GRANITE,TAMIL NADU,Pudukkottai,0,23,3,26
GRANITE,TAMIL NADU,Salem,0,529,71,600
GRANITE,TAMIL NADU,South Arcot,0,29,6,35
GRANITE,TAMIL NADU,Thanjavur,0,19,0,19
GRANITE,TAMIL NADU,Tiruchirapalli,0,36,0,36
GRANITE,TAMIL NADU,Tirunelveli,0,65,10,75
GRANITE,TAMIL NADU,V.R.P.,0,288,57,345
GRANITE,TAMIL NADU,Virudhunagar,0,24,21,45
GRANITE,TAMIL NADU,Vellore,0,185,22,207
GRANITE,TAMIL NADU,Villupuram,0,238,73,311
GRANITE,TAMIL NADU,Karur,0,91,10,101
GRANITE,TAMIL NADU,Sivaganga,0,16,2,18
GRANITE,TAMIL NADU,KRISHNAGIRI,19,601,25,645
GRANITE,TAMIL NADU,TOTAL : TAMIL NADU,19,3257,455,3731
GRANITE,UTTAR PRADESH,Lalitpur,0,108,106,214
GRANITE,WEST BENGAL,Birbhum,0,23,1,24
GRANITE,TOTAL : GRANITE,TOTAL : GRANITE,31,10841,2684,13556
GRAPHITE,JHARKHAND,Palamau,0,69,4,73
GRAPHITE,JHARKHAND,Saraikhela Kharsawan,0,17,0,17
GRAPHITE,JHARKHAND,TOTAL : JHARKHAND,0,86,4,90
GRAPHITE,ORISSA,Bolangir,0,113,7,120
GRAPHITE,ORISSA,Cuttack,0,0,2,2
GRAPHITE,ORISSA,Phulabani,0,53,3,56
GRAPHITE,ORISSA,Nuapada,0,15,1,16
GRAPHITE,ORISSA,Rayagada,0,31,0,31
GRAPHITE,ORISSA,TOTAL : ORISSA,0,212,13,225
GRAPHITE,TAMIL NADU,Sivaganga,0,37,3,40
GRAPHITE,TOTAL : GRAPHITE,TOTAL : GRAPHITE,0,335,20,355
GYPSUM,ANDHRA PRADESH,East Godavari,0,2,0,2
GYPSUM,JAMMU & KASHMIR,Deda,0,18,9,27
GYPSUM,JAMMU & KASHMIR,Ramban,0,77,9,86
GYPSUM,JAMMU & KASHMIR,TOTAL : JAMMU & KASHMIR,0,95,18,113
GYPSUM,RAJASTHAN,Barmer,0,2,0,2
GYPSUM,RAJASTHAN,Bikaner,0,102,21,123
GYPSUM,RAJASTHAN,Sriganganagar,0,45,26,71
GYPSUM,RAJASTHAN,Jaisalmer,0,1,8,9
GYPSUM,RAJASTHAN,Jalor,0,2,0,2
GYPSUM,RAJASTHAN,Nagaur,0,12,12,24
GYPSUM,RAJASTHAN,Hanumangarh,0,6,1,7
GYPSUM,RAJASTHAN,Sri Ganganagar,0,5,1,6
GYPSUM,RAJASTHAN,TOTAL : RAJASTHAN,0,175,69,244
GYPSUM,TOTAL : GYPSUM,TOTAL : GYPSUM,0,272,87,359
IRON,ANDHRA PRADESH,Anantpur,0,61,9,70
IRON,ANDHRA PRADESH,Cuddapah,0,76,20,96
IRON,ANDHRA PRADESH,Kurnool,0,69,4,73
IRON,ANDHRA PRADESH,TOTAL : ANDHRA PRADESH,0,206,33,239
IRON,CHHATTISGARH,Bastar,0,564,493,1057
IRON,CHHATTISGARH,Durg,0,1105,1119,2224
IRON,CHHATTISGARH,Rajnandgaon,0,776,14,790
IRON,CHHATTISGARH,Kanker,0,539,31,570
IRON,CHHATTISGARH,Dantewara,0,678,1033,1711
IRON,CHHATTISGARH,Baloda Bazar,0,289,631,920
IRON,CHHATTISGARH,TOTAL : CHHATTISGARH,0,3951,3321,7272
IRON,GOA,NorthGoa,0,1522,1300,2822
IRON,GOA,SouthGoa,0,1033,785,1818
IRON,GOA,Goa,0,27,9,36
IRON,GOA,Margaon,0,20,15,35
IRON,GOA,TOTAL : GOA,0,2602,2109,4711
IRON,JHARKHAND,West Singbhum,0,2429,5342,7771
IRON,JHARKHAND,Saraikhela Kharsawan,0,0,2,2
IRON,JHARKHAND,TOTAL : JHARKHAND,0,2429,5344,7773
IRON,KARNATAKA,Bellary,0,4160,1235,5395
IRON,KARNATAKA,Bijapur,0,26,13,39
IRON,KARNATAKA,Chitradurga,0,1398,100,1498
IRON,KARNATAKA,Tumkur,0,185,69,254
IRON,KARNATAKA,TOTAL : KARNATAKA,0,5812,1426,7238
IRON,MADHYA PRADESH,Hoshangabad,0,0,0,0
IRON,MADHYA PRADESH,Jabalpur,0,173,573,746
IRON,MADHYA PRADESH,Rewa,0,5,13,18
IRON,MADHYA PRADESH,TOTAL : MADHYA PRADESH,0,178,586,764
IRON,MAHARASHTRA,Bhandara,0,36,11,47
IRON,MAHARASHTRA,Chandrapur,0,179,5,184
IRON,MAHARASHTRA,Gadehiroti,0,2,0,2
IRON,MAHARASHTRA,Sindhudurg,0,511,71,582
IRON,MAHARASHTRA,Wrong Code.,0,15,1,16
IRON,MAHARASHTRA,TOTAL : MAHARASHTRA,0,743,88,831
IRON,ORISSA,Bolangir,0,1,15,16
IRON,ORISSA,Keonjhar,0,6037,7948,13985
IRON,ORISSA,Mayurbhanj,0,2364,102,2466
IRON,ORISSA,Sundergarh,0,3518,2315,5833
IRON,ORISSA,Jajpur,0,0,0,0
IRON,ORISSA,TOTAL : ORISSA,0,11920,10380,22300
IRON,RAJASTHAN,Bhilwara,0,530,336,866
IRON,RAJASTHAN,Jaipur,0,54,14,68
IRON,RAJASTHAN,TOTAL : RAJASTHAN,0,584,350,934
IRON,TELANGANA,Adilabad,0,946,1260,2206
IRON,TELANGANA,Karimnagar,0,60,58,118
IRON,TELANGANA,Nalgonda,0,828,66,894
IRON,TELANGANA,Ranga Reddy,0,179,37,216
IRON,TELANGANA,TOTAL : TELANGANA,0,2013,1421,3434
IRON,TOTAL : IRON,TOTAL : IRON,0,28425,23637,52062
KYANITE,JHARKHAND,East Singhbhum,0,9,0,9
KYANITE,MAHARASHTRA,Bhandara,0,38,2,40
KYANITE,TOTAL : KYANITE,TOTAL : KYANITE,0,47,2,49
LATERITE,ANDHRA PRADESH,Cuddapah,0,0,0,0
LATERITE,ANDHRA PRADESH,East Godavari,0,240,12,252
LATERITE,ANDHRA PRADESH,Ranga Reddy,0,9,2,11
LATERITE,ANDHRA PRADESH,TOTAL : ANDHRA PRADESH,0,249,14,263
LATERITE,GUJARAT,Kutch,0,17,0,17
LATERITE,KARNATAKA,Belgaum,0,117,7,124
LATERITE,KERALA,Kannur,0,10,2,12
LATERITE,MADHYA PRADESH,Jabalpur,0,40,1,41
LATERITE,MADHYA PRADESH,Rewa,0,0,0,0
LATERITE,MADHYA PRADESH,TOTAL : MADHYA PRADESH,0,40,1,41
LATERITE,MAHARASHTRA,Kolhapur,0,23,0,23
LATERITE,RAJASTHAN,Jhalawar,0,112,21,133
LATERITE,TOTAL : LATERITE,TOTAL : LATERITE,0,568,45,613
